Date,Open,High,Low,Close,Adj Close,Volume
4/20/2010,1199.040039,1208.5799560546875,1199.040039,1207.1700439453125,1207.1700439453125,5316590000
4/21/2010,1207.1600341796875,1210.989990234375,1198.8499755859375,1205.939941,1205.939941,5724310000
4/22/2010,1202.52002,1210.27002,1190.189941,1208.6700439453125,1208.6700439453125,6035780000
4/23/2010,1207.8699951171875,1217.280029296875,1205.0999755859375,1217.280029296875,1217.280029296875,5326060000
4/26/2010,1217.0699462890625,1219.800048828125,1211.0699462890625,1212.050048828125,1212.050048828125,5647760000
4/27/2010,1209.9200439453125,1211.3800048828125,1181.6199951171875,1183.709961,1183.709961,7454540000
4/28/2010,1184.5899658203125,1195.050048828125,1181.810059,1191.3599853515625,1191.3599853515625,6342310000
4/29/2010,1193.300048828125,1209.3599853515625,1193.300048828125,1206.780029296875,1206.780029296875,6059410000
4/30/2010,1206.77002,1207.989990234375,1186.3199462890625,1186.689941,1186.689941,6048260000
5/3/2010,1188.5799560546875,1205.1300048828125,1188.5799560546875,1202.260009765625,1202.260009765625,4938050000
5/4/2010,1197.5,1197.5,1168.1199951171875,1173.5999755859375,1173.5999755859375,6594720000
5/5/2010,1169.239990234375,1175.949951171875,1158.1500244140625,1165.8699951171875,1165.8699951171875,6795940000
5/6/2010,1164.3800048828125,1167.5799560546875,1065.790039,1128.1500244140625,1128.1500244140625,10617810000
5/7/2010,1127.040039,1135.1300048828125,1094.1500244140625,1110.8800048828125,1110.8800048828125,9472910000
5/10/2010,1122.27002,1163.8499755859375,1122.27002,1159.72998,1159.72998,6893700000
5/11/2010,1156.3900146484375,1170.47998,1147.709961,1155.790039,1155.790039,5842550000
5/12/2010,1155.4300537109375,1172.8699951171875,1155.4300537109375,1171.6700439453125,1171.6700439453125,5225460000
5/13/2010,1170.040039,1173.5699462890625,1156.1400146484375,1157.439941,1157.439941,4870640000
5/14/2010,1157.189941,1157.189941,1126.1400146484375,1135.6800537109375,1135.6800537109375,6126400000
5/17/2010,1136.52002,1141.8800048828125,1114.959961,1136.939941,1136.939941,5922920000
5/18/2010,1138.780029296875,1148.6600341796875,1117.199951171875,1120.800048828125,1120.800048828125,6170840000
5/19/2010,1119.5699462890625,1124.27002,1100.6600341796875,1115.050048828125,1115.050048828125,6765800000
5/20/2010,1107.3399658203125,1107.3399658203125,1071.5799560546875,1071.5899658203125,1071.5899658203125,8328570000
5/21/2010,1067.260009765625,1090.1600341796875,1055.9000244140625,1087.689941,1087.689941,5452130000
5/24/2010,1084.780029296875,1089.949951171875,1072.699951171875,1073.6500244140625,1073.6500244140625,5224040000
5/25/2010,1067.4200439453125,1074.75,1040.780029296875,1074.030029296875,1074.030029296875,7329580000
5/26/2010,1075.510009765625,1090.75,1065.5899658203125,1067.949951171875,1067.949951171875,4521050000
5/27/2010,1074.27002,1103.52002,1074.27002,1103.060059,1103.060059,5698460000
5/28/2010,1102.5899658203125,1102.5899658203125,1084.780029296875,1089.4100341796875,1089.4100341796875,4871210000
6/1/2010,1087.300048828125,1094.77002,1069.8900146484375,1070.709961,1070.709961,5271480000
6/2/2010,1073.010009765625,1098.560059,1072.030029296875,1098.3800048828125,1098.3800048828125,5026360000
6/3/2010,1098.8199462890625,1105.6700439453125,1091.810059,1102.8299560546875,1102.8299560546875,4995970000
6/4/2010,1098.4300537109375,1098.4300537109375,1060.5,1064.8800048828125,1064.8800048828125,6180580000
6/7/2010,1065.8399658203125,1071.3599853515625,1049.8599853515625,1050.469970703125,1050.469970703125,5467560000
6/8/2010,1050.810059,1063.1500244140625,1042.1700439453125,1062,1062,6192750000
6/9/2010,1062.75,1077.739990234375,1052.25,1055.689941,1055.689941,5983200000
6/10/2010,1058.77002,1087.8499755859375,1058.77002,1086.8399658203125,1086.8399658203125,5144780000
6/11/2010,1082.6500244140625,1092.25,1077.1199951171875,1091.5999755859375,1091.5999755859375,4059280000
6/14/2010,1095,1105.9100341796875,1089.030029296875,1089.6300048828125,1089.6300048828125,4425830000
6/15/2010,1091.209961,1115.5899658203125,1091.209961,1115.22998,1115.22998,4644490000
6/16/2010,1114.02002,1118.739990234375,1107.1300048828125,1114.6099853515625,1114.6099853515625,5002600000
6/17/2010,1115.97998,1117.719970703125,1105.8699951171875,1116.040039,1116.040039,4557760000
6/18/2010,1116.1600341796875,1121.010009765625,1113.9300537109375,1117.510009765625,1117.510009765625,4555360000
6/21/2010,1122.790039,1131.22998,1108.239990234375,1113.199951171875,1113.199951171875,4514360000
6/22/2010,1113.9000244140625,1118.5,1094.1800537109375,1095.310059,1095.310059,4514380000
6/23/2010,1095.5699462890625,1099.6400146484375,1085.310059,1092.040039,1092.040039,4526150000
6/24/2010,1090.9300537109375,1090.9300537109375,1071.5999755859375,1073.689941,1073.689941,4814830000
6/25/2010,1075.0999755859375,1083.560059,1067.8900146484375,1076.760009765625,1076.760009765625,5128840000
6/28/2010,1077.5,1082.5999755859375,1071.449951171875,1074.5699462890625,1074.5699462890625,3896410000
6/29/2010,1071.0999755859375,1071.0999755859375,1035.1800537109375,1041.239990234375,1041.239990234375,6136700000
6/30/2010,1040.560059,1048.0799560546875,1028.3299560546875,1030.709961,1030.709961,5067080000
7/1/2010,1031.0999755859375,1033.5799560546875,1010.9099731445312,1027.3699951171875,1027.3699951171875,6435770000
7/2/2010,1027.6500244140625,1032.949951171875,1015.9299926757812,1022.5800170898438,1022.5800170898438,3968500000
7/6/2010,1028.0899658203125,1042.5,1018.3499755859375,1028.060059,1028.060059,4691240000
7/7/2010,1028.540039,1060.8900146484375,1028.540039,1060.27002,1060.27002,4931220000
7/8/2010,1062.9200439453125,1071.25,1058.239990234375,1070.25,1070.25,4548460000
7/9/2010,1070.5,1078.1600341796875,1068.0999755859375,1077.959961,1077.959961,3506570000
7/12/2010,1077.22998,1080.780029296875,1070.449951171875,1078.75,1078.75,3426990000
7/13/2010,1080.6500244140625,1099.459961,1080.6500244140625,1095.3399658203125,1095.3399658203125,4640460000
7/14/2010,1095.6099853515625,1099.0799560546875,1087.6800537109375,1095.1700439453125,1095.1700439453125,4521050000
7/15/2010,1094.459961,1098.6600341796875,1080.530029296875,1096.47998,1096.47998,4552470000
7/16/2010,1093.8499755859375,1093.8499755859375,1063.3199462890625,1064.8800048828125,1064.8800048828125,5297350000
7/19/2010,1066.8499755859375,1074.699951171875,1061.1099853515625,1071.25,1071.25,4089500000
7/20/2010,1064.530029296875,1083.939941,1056.8800048828125,1083.47998,1083.47998,4713280000
7/21/2010,1086.6700439453125,1088.959961,1065.25,1069.5899658203125,1069.5899658203125,4747180000
7/22/2010,1072.1400146484375,1097.5,1072.1400146484375,1093.6700439453125,1093.6700439453125,4826900000
7/23/2010,1092.1700439453125,1103.72998,1087.8800048828125,1102.6600341796875,1102.6600341796875,4524570000
7/26/2010,1102.8900146484375,1115.010009765625,1101.300048828125,1115.010009765625,1115.010009765625,4009650000
7/27/2010,1117.3599853515625,1120.949951171875,1109.780029296875,1113.8399658203125,1113.8399658203125,4725690000
7/28/2010,1112.8399658203125,1114.6600341796875,1103.1099853515625,1106.1300048828125,1106.1300048828125,4002390000
7/29/2010,1108.0699462890625,1115.9000244140625,1092.8199462890625,1101.530029296875,1101.530029296875,4612420000
7/30/2010,1098.439941,1106.439941,1088.010009765625,1101.5999755859375,1101.5999755859375,4006450000
8/2/2010,1107.530029296875,1127.300048828125,1107.530029296875,1125.8599853515625,1125.8599853515625,4144180000
8/3/2010,1125.3399658203125,1125.439941,1116.760009765625,1120.459961,1120.459961,4071820000
8/4/2010,1121.060059,1128.75,1119.459961,1127.239990234375,1127.239990234375,4057850000
8/5/2010,1125.780029296875,1126.560059,1118.810059,1125.810059,1125.810059,3685560000
8/6/2010,1122.0699462890625,1123.060059,1107.1700439453125,1121.6400146484375,1121.6400146484375,3857890000
8/9/2010,1122.800048828125,1129.239990234375,1120.9100341796875,1127.790039,1127.790039,3979360000
8/10/2010,1122.9200439453125,1127.1600341796875,1111.5799560546875,1121.060059,1121.060059,3979360000
8/11/2010,1116.8900146484375,1116.8900146484375,1088.550048828125,1089.469970703125,1089.469970703125,4511860000
8/12/2010,1081.47998,1086.719970703125,1076.689941,1083.6099853515625,1083.6099853515625,4521050000
8/13/2010,1082.219970703125,1086.25,1079,1079.25,1079.25,3328890000
8/16/2010,1077.489990234375,1082.6199951171875,1069.489990234375,1079.3800048828125,1079.3800048828125,3142450000
8/17/2010,1081.1600341796875,1100.1400146484375,1081.1600341796875,1092.540039,1092.540039,3968210000
8/18/2010,1092.0799560546875,1099.77002,1085.760009765625,1094.1600341796875,1094.1600341796875,3724260000
8/19/2010,1092.439941,1092.439941,1070.6600341796875,1075.6300048828125,1075.6300048828125,4290540000
8/20/2010,1075.6300048828125,1075.6300048828125,1063.9100341796875,1071.689941,1071.689941,3761570000
8/23/2010,1073.3599853515625,1081.5799560546875,1067.0799560546875,1067.3599853515625,1067.3599853515625,3210950000
8/24/2010,1063.199951171875,1063.199951171875,1046.6800537109375,1051.8699951171875,1051.8699951171875,4436330000
8/25/2010,1048.97998,1059.3800048828125,1039.8299560546875,1055.3299560546875,1055.3299560546875,4360190000
8/26/2010,1056.280029296875,1061.449951171875,1045.4000244140625,1047.219970703125,1047.219970703125,3646710000
8/27/2010,1049.27002,1065.209961,1039.699951171875,1064.5899658203125,1064.5899658203125,4102460000
8/30/2010,1062.9000244140625,1064.4000244140625,1048.790039,1048.9200439453125,1048.9200439453125,2917990000
8/31/2010,1046.8800048828125,1055.1400146484375,1040.8800048828125,1049.3299560546875,1049.3299560546875,4038770000
9/1/2010,1049.719970703125,1081.300048828125,1049.719970703125,1080.290039,1080.290039,4396880000
9/2/2010,1080.6600341796875,1090.0999755859375,1080.3900146484375,1090.0999755859375,1090.0999755859375,3704210000
9/3/2010,1093.6099853515625,1105.0999755859375,1093.6099853515625,1104.510009765625,1104.510009765625,3534500000
9/7/2010,1102.5999755859375,1102.5999755859375,1091.1500244140625,1091.8399658203125,1091.8399658203125,3107380000
9/8/2010,1092.3599853515625,1103.260009765625,1092.3599853515625,1098.8699951171875,1098.8699951171875,3224640000
9/9/2010,1101.1500244140625,1110.27002,1101.1500244140625,1104.1800537109375,1104.1800537109375,3387770000
9/10/2010,1104.5699462890625,1110.8800048828125,1103.9200439453125,1109.550048828125,1109.550048828125,3061160000
9/13/2010,1113.3800048828125,1123.8699951171875,1113.3800048828125,1121.9000244140625,1121.9000244140625,4521050000
9/14/2010,1121.1600341796875,1127.3599853515625,1115.5799560546875,1121.0999755859375,1121.0999755859375,4521050000
9/15/2010,1119.4300537109375,1126.459961,1114.6300048828125,1125.0699462890625,1125.0699462890625,3369840000
9/16/2010,1123.8900146484375,1125.439941,1118.8800048828125,1124.6600341796875,1124.6600341796875,3364080000
9/17/2010,1126.3900146484375,1131.469970703125,1122.4300537109375,1125.5899658203125,1125.5899658203125,4086140000
9/20/2010,1126.5699462890625,1144.8599853515625,1126.5699462890625,1142.709961,1142.709961,3364080000
9/21/2010,1142.8199462890625,1148.5899658203125,1136.219970703125,1139.780029296875,1139.780029296875,4175660000
9/22/2010,1139.489990234375,1144.3800048828125,1131.5799560546875,1134.280029296875,1134.280029296875,3911070000
9/23/2010,1131.0999755859375,1136.77002,1122.790039,1124.8299560546875,1124.8299560546875,3847850000
9/24/2010,1131.689941,1148.9000244140625,1131.689941,1148.6700439453125,1148.6700439453125,4123950000
9/27/2010,1148.6400146484375,1149.9200439453125,1142,1142.1600341796875,1142.1600341796875,3587860000
9/28/2010,1142.310059,1150,1132.0899658203125,1147.699951171875,1147.699951171875,4025840000
9/29/2010,1146.75,1148.6300048828125,1140.260009765625,1144.72998,1144.72998,3990280000
9/30/2010,1145.969970703125,1157.1600341796875,1136.0799560546875,1141.199951171875,1141.199951171875,4284160000
10/1/2010,1143.489990234375,1150.300048828125,1139.4200439453125,1146.239990234375,1146.239990234375,4298910000
10/4/2010,1144.959961,1148.1600341796875,1131.8699951171875,1137.030029296875,1137.030029296875,3604110000
10/5/2010,1140.6800537109375,1162.760009765625,1140.6800537109375,1160.75,1160.75,4068840000
10/6/2010,1159.810059,1162.3299560546875,1154.8499755859375,1159.969970703125,1159.969970703125,4073160000
10/7/2010,1161.5699462890625,1163.8699951171875,1151.4100341796875,1158.060059,1158.060059,3910550000
10/8/2010,1158.3599853515625,1167.72998,1155.5799560546875,1165.1500244140625,1165.1500244140625,3871420000
10/11/2010,1165.3199462890625,1168.6800537109375,1162.02002,1165.3199462890625,1165.3199462890625,2505900000
10/12/2010,1164.280029296875,1172.5799560546875,1155.709961,1169.77002,1169.77002,4076170000
10/13/2010,1171.3199462890625,1184.3800048828125,1171.3199462890625,1178.0999755859375,1178.0999755859375,4969410000
10/14/2010,1177.8199462890625,1178.8900146484375,1166.709961,1173.810059,1173.810059,4969410000
10/15/2010,1177.469970703125,1181.199951171875,1167.1199951171875,1176.189941,1176.189941,5724910000
10/18/2010,1176.8299560546875,1185.530029296875,1174.550048828125,1184.709961,1184.709961,4450050000
10/19/2010,1178.6400146484375,1178.6400146484375,1159.709961,1165.9000244140625,1165.9000244140625,5600120000
10/20/2010,1166.739990234375,1182.939941,1166.739990234375,1178.1700439453125,1178.1700439453125,5027880000
10/21/2010,1179.8199462890625,1189.4300537109375,1171.1700439453125,1180.260009765625,1180.260009765625,4625470000
10/22/2010,1180.52002,1183.9300537109375,1178.989990234375,1183.0799560546875,1183.0799560546875,3177890000
10/25/2010,1184.739990234375,1196.1400146484375,1184.739990234375,1185.6199951171875,1185.6199951171875,4221380000
10/26/2010,1184.8800048828125,1187.1099853515625,1177.719970703125,1185.6400146484375,1185.6400146484375,4203680000
10/27/2010,1183.8399658203125,1183.8399658203125,1171.699951171875,1182.449951171875,1182.449951171875,4335670000
10/28/2010,1184.469970703125,1189.530029296875,1177.0999755859375,1183.780029296875,1183.780029296875,4283460000
10/29/2010,1183.8699951171875,1185.459961,1179.699951171875,1183.260009765625,1183.260009765625,3537880000
11/1/2010,1185.709961,1195.810059,1177.6500244140625,1184.3800048828125,1184.3800048828125,4129180000
11/2/2010,1187.8599853515625,1195.8800048828125,1187.8599853515625,1193.5699462890625,1193.5699462890625,3866200000
11/3/2010,1193.790039,1198.300048828125,1183.560059,1197.959961,1197.959961,4665480000
11/4/2010,1198.3399658203125,1221.25,1198.3399658203125,1221.060059,1221.060059,5695470000
11/5/2010,1221.199951171875,1227.0799560546875,1220.290039,1225.8499755859375,1225.8499755859375,5637460000
11/8/2010,1223.239990234375,1224.5699462890625,1217.550048828125,1223.25,1223.25,3937230000
11/9/2010,1223.5899658203125,1226.8399658203125,1208.939941,1213.4000244140625,1213.4000244140625,4848040000
11/10/2010,1213.1400146484375,1218.75,1204.3299560546875,1218.709961,1218.709961,4561300000
11/11/2010,1213.040039,1215.449951171875,1204.489990234375,1213.540039,1213.540039,3931120000
11/12/2010,1209.0699462890625,1210.5,1194.0799560546875,1199.209961,1199.209961,4213620000
11/15/2010,1200.439941,1207.4300537109375,1197.1500244140625,1197.75,1197.75,3503370000
11/16/2010,1194.790039,1194.790039,1173,1178.3399658203125,1178.3399658203125,5116380000
11/17/2010,1178.3299560546875,1183.560059,1175.8199462890625,1178.5899658203125,1178.5899658203125,3904780000
11/18/2010,1183.75,1200.290039,1183.75,1196.689941,1196.689941,4687260000
11/19/2010,1196.1199951171875,1199.969970703125,1189.439941,1199.72998,1199.72998,3675390000
11/22/2010,1198.0699462890625,1198.939941,1184.5799560546875,1197.8399658203125,1197.8399658203125,3689500000
11/23/2010,1192.510009765625,1192.510009765625,1176.9100341796875,1180.72998,1180.72998,4133070000
11/24/2010,1183.699951171875,1198.6199951171875,1183.699951171875,1198.3499755859375,1198.3499755859375,3384250000
11/26/2010,1194.1600341796875,1194.1600341796875,1186.9300537109375,1189.4000244140625,1189.4000244140625,1613820000
11/29/2010,1189.0799560546875,1190.3399658203125,1173.6400146484375,1187.760009765625,1187.760009765625,3673450000
11/30/2010,1182.959961,1187.4000244140625,1174.1400146484375,1180.550048828125,1180.550048828125,4284700000
12/1/2010,1186.5999755859375,1207.6099853515625,1186.5999755859375,1206.0699462890625,1206.0699462890625,4548110000
12/2/2010,1206.810059,1221.8900146484375,1206.810059,1221.530029296875,1221.530029296875,4970800000
12/3/2010,1219.9300537109375,1225.5699462890625,1216.8199462890625,1224.709961,1224.709961,3735780000
12/6/2010,1223.8699951171875,1225.800048828125,1220.6700439453125,1223.1199951171875,1223.1199951171875,3527370000
12/7/2010,1227.25,1235.050048828125,1223.25,1223.75,1223.75,6970630000
12/8/2010,1225.02002,1228.9300537109375,1219.5,1228.280029296875,1228.280029296875,4607590000
12/9/2010,1230.1400146484375,1234.709961,1226.8499755859375,1233,1233,4522510000
12/10/2010,1233.8499755859375,1240.4000244140625,1232.5799560546875,1240.4000244140625,1240.4000244140625,4547310000
12/13/2010,1242.52002,1246.72998,1240.3399658203125,1240.459961,1240.459961,4361240000
12/14/2010,1241.8399658203125,1246.5899658203125,1238.1700439453125,1241.5899658203125,1241.5899658203125,4132350000
12/15/2010,1241.5799560546875,1244.25,1234.010009765625,1235.22998,1235.22998,4407340000
12/16/2010,1236.3399658203125,1243.75,1232.8499755859375,1242.8699951171875,1242.8699951171875,4736820000
12/17/2010,1243.6300048828125,1245.810059,1239.8699951171875,1243.9100341796875,1243.9100341796875,4632470000
12/20/2010,1245.760009765625,1250.199951171875,1241.510009765625,1247.0799560546875,1247.0799560546875,3548140000
12/21/2010,1249.4300537109375,1255.8199462890625,1249.4300537109375,1254.5999755859375,1254.5999755859375,3479670000
12/22/2010,1254.939941,1259.3900146484375,1254.939941,1258.8399658203125,1258.8399658203125,1285590000
12/23/2010,1257.530029296875,1258.5899658203125,1254.050048828125,1256.77002,1256.77002,2515020000
12/27/2010,1254.6600341796875,1258.4300537109375,1251.47998,1257.540039,1257.540039,1992470000
12/28/2010,1259.0999755859375,1259.9000244140625,1256.219970703125,1258.510009765625,1258.510009765625,2478450000
12/29/2010,1258.780029296875,1262.5999755859375,1258.780029296875,1259.780029296875,1259.780029296875,2214380000
12/30/2010,1259.439941,1261.0899658203125,1256.3199462890625,1257.8800048828125,1257.8800048828125,1970720000
12/31/2010,1256.760009765625,1259.3399658203125,1254.189941,1257.6400146484375,1257.6400146484375,1799770000
1/3/2011,1257.6199951171875,1276.1700439453125,1257.6199951171875,1271.8699951171875,1271.8699951171875,4286670000
1/4/2011,1272.949951171875,1274.1199951171875,1262.6600341796875,1270.199951171875,1270.199951171875,4796420000
1/5/2011,1268.780029296875,1277.6300048828125,1265.3599853515625,1276.560059,1276.560059,4764920000
1/6/2011,1276.290039,1278.1700439453125,1270.4300537109375,1273.8499755859375,1273.8499755859375,4844100000
1/7/2011,1274.4100341796875,1276.8299560546875,1261.699951171875,1271.5,1271.5,4963110000
1/10/2011,1270.8399658203125,1271.52002,1262.1800537109375,1269.75,1269.75,4036450000
1/11/2011,1272.5799560546875,1277.25,1269.6199951171875,1274.47998,1274.47998,4050750000
1/12/2011,1275.6500244140625,1286.8699951171875,1275.6500244140625,1285.959961,1285.959961,4226940000
1/13/2011,1285.780029296875,1286.699951171875,1280.469970703125,1283.760009765625,1283.760009765625,4310840000
1/14/2011,1282.9000244140625,1293.239990234375,1281.239990234375,1293.239990234375,1293.239990234375,4661590000
1/18/2011,1293.219970703125,1296.060059,1290.1600341796875,1295.02002,1295.02002,5284990000
1/19/2011,1294.52002,1294.5999755859375,1278.9200439453125,1281.9200439453125,1281.9200439453125,4743710000
1/20/2011,1280.8499755859375,1283.3499755859375,1271.260009765625,1280.260009765625,1280.260009765625,4935320000
1/21/2011,1283.6300048828125,1291.209961,1282.0699462890625,1283.3499755859375,1283.3499755859375,4935320000
1/24/2011,1283.290039,1291.9300537109375,1282.469970703125,1290.8399658203125,1290.8399658203125,3902470000
1/25/2011,1288.1700439453125,1291.260009765625,1281.0699462890625,1291.1800537109375,1291.1800537109375,4595380000
1/26/2011,1291.969970703125,1299.739990234375,1291.969970703125,1296.6300048828125,1296.6300048828125,4730980000
1/27/2011,1297.510009765625,1301.290039,1294.4100341796875,1299.540039,1299.540039,4309190000
1/28/2011,1299.6300048828125,1302.6700439453125,1275.0999755859375,1276.3399658203125,1276.3399658203125,5618630000
1/31/2011,1276.5,1287.1700439453125,1276.5,1286.1199951171875,1286.1199951171875,4167160000
2/1/2011,1289.1400146484375,1308.8599853515625,1289.1400146484375,1307.5899658203125,1307.5899658203125,5164500000
